97,960000000,,slider,joint1,joint2,joint3,-9.02831526918432e-07,0.050007123749784554,-0.050010598002431905,-0.019996885859759672,-0.0009028315269184319,0.007123749784398799,-0.01059800243200976,0.0031141402407058004,4.501531859048768e-05,nan,nan,nan
97,970000000,,slider,joint1,joint2,joint3,-9.028315269183815e-07,0.050007123749784554,-0.050010598002431905,-0.019996885859758784,-0.0009028315269183814,0.0071237497844004235,-0.01059800243200989,0.0031141402407048424,4.501531859048768e-05,nan,nan,nan
97,980000000,,slider,joint1,joint2,joint3,-9.028315269184249e-07,0.050007123749784554,-0.050010598002431905,-0.019996885859758784,-0.0009028315269184249,0.007123749784398154,-0.010598002432010901,0.0031141402407064123,4.501531859048768e-05,nan,nan,nan
97,990000000,,slider,joint1,joint2,joint3,-9.028315269183359e-07,0.050007123749784554,-0.050010598002431905,-0.019996885859759672,-0.0009028315269183359,0.007123749784397487,-0.01059800243201189,0.003114140240710293,4.501531859048768e-05,nan,nan,nan
98,0,,slider,joint1,joint2,joint3,-9.028315269184275e-07,0.050007123749784554,-0.050010598002431905,-0.019996885859759672,-0.0009028315269184275,0.0071237497843981675,-0.010598002432010908,0.003114140240706389,4.501531859048768e-05,nan,nan,nan
98,10000000,,slider,joint1,joint2,joint3,-9.028315269183779e-07,0.050007123749784554,-0.050010598002431905,-0.019996885859759672,-0.0009028315269183778,0.00712374978439986,-0.010598002432011644,0.0031141402407046438,4.501531859048768e-05,nan,nan,nan
98,20000000,,slider,joint1,joint2,joint3,-9.028315269185169e-07,0.050007123749783666,-0.050010598002431905,-0.019996885859758784,-0.0009028315269185168,0.007123749784399444,-0.010598002432008962,0.003114140240701442,4.501531859048768e-05,nan,nan,nan
98,30000000,,slider,joint1,joint2,joint3,-9.028315269184692e-07,0.050007123749783666,-0.050010598002431905,-0.019996885859758784,-0.0009028315269184692,0.007123749784396451,-0.01059800243201085,0.0031141402407068594,4.501531859048768e-05,nan,nan,nan
98,40000000,,slider,joint1,joint2,joint3,-9.028315269184309e-07,0.050007123749784554,-0.050010598002431905,-0.019996885859759672,-0.0009028315269184309,0.007123749784398801,-0.010598002432009772,0.0031141402407057943,4.501531859048768e-05,nan,nan,nan
98,50000000,,slider,joint1,joint2,joint3,-9.028315269184809e-07,0.050007123749784554,-0.050010598002431905,-0.019996885859759672,-0.0009028315269184808,0.007123749784396999,-0.010598002432008544,0.0031141402407078174,4.501531859048768e-05,nan,nan,nan
98,60000000,,slider,joint1,joint2,joint3,-9.028315269185206e-07,0.050007123749784554,-0.050010598002431905,-0.019996885859759672,-0.0009028315269185205,0.007123749784399337,-0.010598002432007777,0.0031141402407029992,4.501531859048768e-05,nan,nan,nan
98,70000000,,slider,joint1,joint2,joint3,-9.028315269184995e-07,0.050007123749784554,-0.050010598002431905,-0.019996885859759672,-0.0009028315269184995,0.007123749784397962,-0.010598002432009895,0.003114140240704116,4.501531859048768e-05,nan,nan,nan
98,80000000,,slider,joint1,joint2,joint3,-9.028315269185117e-07,0.050007123749784554,-0.05001059800243368,-0.019996885859758784,-0.0009028315269185116,0.00712374978439859,-0.010598002432008006,0.003114140240704784,4.501531859048768e-05,nan,nan,nan
98,90000000,,slider,joint1,joint2,joint3,-9.028315269184395e-07,0.050007123749784554,-0.050010598002431905,-0.019996885859758784,-0.0009028315269184394,0.007123749784398874,-0.010598002432010343,0.0031141402407049937,4.501531859048768e-05,nan,nan,nan
98,100000000,,slider,joint1,joint2,joint3,-9.028315269184148e-07,0.050007123749784554,-0.050010598002431905,-0.019996885859759672,-0.0009028315269184148,0.0071237497843972325,-0.010598002432010034,0.003114140240709207,4.501531859048768e-05,nan,nan,nan
98,110000000,,slider,joint1,joint2,joint3,-9.028315269184169e-07,0.050007123749783666,-0.050010598002431905,-0.019996885859759672,-0.0009028315269184169,0.007123749784398208,-0.01059800243201198,0.003114140240704769,4.501531859048768e-05,nan,nan,nan
98,120000000,,slider,joint1,joint2,joint3,-9.028315269183551e-07,0.050007123749784554,-0.050010598002431905,-0.019996885859759672,-0.0009028315269183551,0.0071237497843991025,-0.01059800243201262,0.003114140240705184,4.501531859048768e-05,nan,nan,nan
98,130000000,,slider,joint1,joint2,joint3,-9.028315269185589e-07,0.050007123749784554,-0.050010598002431905,-0.019996885859758784,-0.0009028315269185589,0.007123749784396938,-0.010598002432008292,0.003114140240704857,4.501531859048768e-05,nan,nan,nan
98,140000000,,slider,joint1,joint2,joint3,-9.028315269184841e-07,0.050007123749784554,-0.050010598002431905,-0.019996885859758784,-0.0009028315269184841,0.007123749784397177,-0.010598002432010306,0.003114140240705455,4.501531859048768e-05,nan,nan,nan
98,150000000,,slider,joint1,joint2,joint3,-9.028315269184093e-07,0.050007123749784554,-0.050010598002431905,-0.019996885859759672,-0.0009028315269184093,0.007123749784397314,-0.01059800243201072,0.0031141402407084953,4.501531859048768e-05,nan,nan,nan
